"activity_id","religious_group_id"
1920,"376"
1921,"1100"
1922,"4676"
1923,"4676"
1924,"4676"
1925,"2203"
1926,"1260"
1927,"1260"
1928,"1260"
1929,"12344"
1930,"4274"
1931,"430"
1932,"9267"
1933,"9267"
1934,"412"
1935,"7571"
1936,"597"
1937,"10040"
1938,"2160"
1939,"6760"
1940,"5205"
1941,"2326"
1942,"13"
1943,"13"
1944,"7253"
1945,"7253"
1946,"7253"
1947,"7253"
1948,"7253"
1949,"7638"
1950,"5585"
1951,"5418"
1952,"5418"
1953,"5418"
1954,"5418"
1955,"5418"
1956,"5418"
1957,"5418"
1958,"5418"
1959,"4343"
1960,"4343"
1961,"4343"
1962,"8306"
1963,"1273"
1964,"1273"
1965,"1273"
1966,"7853"
1967,"4472"
1968,"270"
1969,"9721"
1970,"1991"
1971,"1991"
1972,"9604"
1973,"56"
1974,"1568"
1975,"11829"
1976,"11829"
1977,"3232"
1978,"7300"
1979,"3000"
1980,"9999"
1981,"11426"
1982,"5850"
1983,"5498"
1984,"5480"
1985,"5585"
1986,"5585"
1987,"1239"
1988,"11423"
1989,"763"
1990,"5369"
1991,"5683"
1992,"9760"
1993,"71"
1994,"71"
1995,"71"
1996,"71"
1997,"71"
1998,"71"
1999,"4651"
2000,"7350"
2001,"7350"
2002,"7350"
2003,"7350"
2004,"2315"
2005,"2315"
2006,"4002"
2007,"11081"
2008,"4998"
2009,"4998"
2010,"4998"
2011,"4834"
2012,"1304"
2013,"1304"
2014,"1304"
2015,"1640"
2016,"1640"
2017,"1640"
2018,"10822"
2019,"7115"
2020,"10447"
2021,"695"
2022,"695"
2023,"1728"
2024,"1728"
2025,"1728"
2026,"5794"
2027,"287"
2028,"29"
2029,"12567"
2030,"1923"
2031,"12000"
2032,"6497"
2033,"559"
2034,"7931"
2035,"2742"
2036,"1525"
2037,"1525"
2038,"4366"
2039,"5845"
2040,"12656"
2041,"1507"
2042,"1507"
2043,"1507"
2044,"10956"
2045,"113"
2046,"9288"
2047,"9288"
2048,"9288"
2049,"1161"
2050,"169"
2051,"169"
2052,"6283"
2053,"2993"
2054,"11155"
2055,"1263"
2056,"1263"
2057,"2613"
2058,"6386"
2059,"12492"
2060,"10594"
2061,"7072"
2062,"7072"
2063,"7072"
2064,"9572"
2065,"8030"
2066,"10768"
2067,"2989"
2068,"4097"
2069,"2978"
2070,"2978"
2071,"5903"
2072,"1180"
2073,"2311"
2074,"11751"
2075,"11751"
2076,"11751"
2077,"6326"
2078,"6326"
2079,"6326"
2080,"3395"
2081,"3395"
2082,"3395"
2083,"3395"
2084,"3395"
2085,"3395"
2086,"3395"
2087,"5006"
2088,"5006"
2089,"5006"
2090,"10293"
2091,"7270"
2092,"5045"
2093,"5045"
2094,"5793"
2095,"2"
2096,"3911"
2097,"3665"
2098,"3887"
2099,"1444"
2100,"4704"
2101,"9278"
2102,"8344"
2103,"4376"
2104,"1986"
2105,"3543"
2106,"4429"
2107,"6272"
2108,"1096"
2109,"7769"
2110,"1080"
2111,"5037"
2112,"171"
2113,"171"
2114,"3351"
2115,"7607"
2116,"7068"
2117,"2"
2118,"10480"
2119,"10480"
2120,"10480"
2121,"10480"
2122,"10480"
2123,"10480"
2124,"10480"
2125,"10480"
2126,"8120"
2127,"2035"
2128,"6978"
2129,"6978"
2130,"6978"
2131,"9136"
2132,"9136"
2133,"9136"
2134,"11905"
2135,"2"
2136,"2"
2137,"2"
2138,"6229"
2139,"7320"
2140,"7320"
2141,"7320"
2142,"4458"
2143,"8897"
2144,"7667"
2145,"1282"
2146,"1140"
2147,"8530"
2148,"3912"
2149,"3523"
2150,"23"
2151,"1586"
2152,"208"
2153,"208"
2154,"260"
2155,"141"
2156,"1478"
2157,"1478"
2158,"1478"
2159,"1478"
2160,"1478"
2161,"1478"
2162,"9525"
2163,"9525"
2164,"10968"
2165,"753"
2166,"753"
2167,"753"
2168,"405"
2169,"405"
2170,"405"
2171,"405"
2172,"405"
2173,"405"
2174,"405"
2175,"405"
2176,"1547"
2177,"10428"
2178,"7429"
2179,"860"
2180,"860"
2181,"860"
2182,"860"
2183,"860"
2184,"10310"
2185,"9608"
2186,"4397"
2187,"32"
2188,"9569"
2189,"9569"
2190,"9569"
2191,"9569"
2192,"9569"
2193,"11569"
2194,"12384"
2195,"2547"
2196,"1660"
2197,"1660"
2198,"1660"
2199,"13250"
2200,"13250"
2201,"13250"
2202,"10745"
2203,"2561"
2204,"2561"
2205,"1772"
2206,"3588"
2207,"3588"
2208,"725"
2209,"12320"
2210,"1139"
2211,"1526"
2212,"2"
2213,"180"
2214,"1544"
2215,"4162"
2216,"5564"
2217,"8726"
2218,"791"
2219,"2296"
2220,"2296"
2221,"2296"
2222,"270"
2223,"10192"
2224,"7671"
2225,"7671"
2226,"9492"
2227,"759"
2228,"759"
2229,"1640"
2230,"3697"
2231,"3697"
2232,"3697"
2233,"5841"
2234,"5841"
2235,"5841"
2236,"5841"
2237,"286"
2238,"286"
2239,"286"
2240,"11302"
2241,"11302"
2242,"753"
2243,"7826"
2244,"7826"
2245,"10326"
2246,"11418"
2247,"8191"
2248,"278"
2249,"278"
2250,"278"
2251,"2349"
2252,"2288"
2253,"7192"
2254,"7687"
2255,"7307"
2256,"9445"
2257,"4751"
2258,"4751"
2259,"4751"
2260,"1337"
2261,"1337"
2262,"4911"
2263,"388"
2264,"12070"
2265,"12070"
2266,"12070"
2267,"12070"
2268,"12070"
2269,"12070"
2270,"12070"
2271,"12070"
2272,"12070"
2273,"12070"
2274,"3999"
2275,"3999"
2276,"3999"
2277,"4120"
2278,"7545"
2279,"7545"
2280,"9565"
2281,"6835"
2282,"6835"
2283,"6835"
2284,"734"
2285,"734"
2286,"11107"
2287,"11107"
2288,"29"
2289,"29"
2290,"9224"
2291,"900"
2292,"900"
2293,"900"
2294,"900"
2295,"4792"
2296,"1360"
2297,"11177"
2298,"11177"
2299,"1170"
2300,"131"
2301,"7034"
2302,"4486"
2303,"184"
2304,"10088"
2305,"10098"
2306,"7965"
2307,"6821"
2308,"12427"
2309,"11678"
2310,"4322"
2311,"5033"
2312,"5656"
2313,"5656"
2314,"5656"
2315,"6311"
2316,"2502"
2317,"9928"
2318,"8339"
2319,"8339"
2320,"1506"
2321,"1506"
2322,"1506"
2323,"6799"
2324,"6799"
2325,"23"
2326,"23"
2327,"23"
2328,"8614"
2329,"8614"
2330,"8614"
2331,"8614"
2332,"8614"
2333,"8614"
2334,"408"
2335,"408"
2336,"408"
2337,"32"
2338,"2975"
2339,"2975"
2340,"2975"
2341,"8836"
2342,"1363"
2343,"1363"
2344,"1363"
2345,"10469"
2346,"7333"
2347,"7333"
2348,"1902"
2349,"1902"
2350,"1902"
2351,"11113"
2352,"3677"
2353,"4253"
2354,"284"
2355,"6941"
2356,"516"
2357,"10340"
2358,"10340"
2359,"10861"
2360,"9756"
2361,"9756"
2362,"3811"
2363,"1283"
2364,"409"
2365,"9937"
2366,"647"
2367,"647"
2368,"647"
2369,"647"
2370,"2642"
2371,"2642"
2372,"3392"
2373,"7919"
2374,"9206"
2375,"9206"
2376,"9206"
2377,"9206"
2378,"12221"
2379,"1759"
2380,"9971"
2381,"9971"
2382,"1507"
2383,"5705"
2384,"4050"
2385,"7329"
2386,"4548"
2387,"9532"
2388,"10748"
2389,"23"
2390,"23"
2391,"2104"
2392,"2104"
2393,"2104"
2394,"5097"
2395,"8465"
2396,"8465"
2397,"8465"
2398,"8465"
2399,"8465"
2400,"12006"
2401,"9497"
2402,"376"
2403,"376"
2404,"5363"
2405,"5363"
2406,"5363"
2407,"5363"
2408,"5363"
2409,"5363"
2410,"6865"
2411,"9607"
2412,"9607"
2413,"9607"
2414,"5133"
2415,"5133"
2416,"5133"
2417,"5133"
2418,"105"
2419,"6318"
2420,"835"
2421,"1577"
2422,"8582"
2423,"8582"
2424,"8582"
2425,"8677"
2426,"7696"
2427,"7696"
2428,"7677"
2429,"7677"
2430,"7677"
2431,"7522"
2432,"2113"
2433,"2113"
2434,"2113"
2435,"2113"
2436,"4003"
2437,"85"
2438,"85"
2439,"12808"
2440,"12808"
2441,"2022"
2442,"6444"
2443,"6444"
2444,"903"
2445,"460"
2446,"2800"
2447,"9431"
2448,"9431"
2449,"8848"
2450,"3552"
2451,"666"
2452,"2850"
2453,"2850"
2454,"1473"
2455,"32"
2456,"10024"
2457,"10024"
2458,"876"
2459,"876"
2460,"5600"
2461,"1505"
2462,"376"
2463,"6678"
2464,"6471"
2465,"8459"
2466,"1177"
2467,"6738"
2468,"10669"
2469,"3627"
2470,"3627"
2471,"3627"
2472,"184"
2473,"184"
2474,"1993"
2475,"8466"
2476,"4325"
2477,"12217"
2478,"5942"
2479,"11124"
2480,"11124"
2481,"4007"
2482,"278"
2483,"6798"
2484,"1393"
2485,"4954"
2486,"32"
2487,"6602"
2488,"9568"
2489,"9568"
2490,"9568"
2491,"87"
2492,"1143"
2493,"1143"
2494,"1143"
2495,"2495"
2496,"3475"
2497,"12521"
2498,"2904"
2499,"2904"
2500,"2904"
2501,"2904"
2502,"2904"
2503,"2904"
2504,"10257"
2505,"10257"
2506,"9609"
2507,"9609"
2508,"11111"
2509,"11111"
2510,"11111"
2511,"11111"
2512,"5949"
2513,"5949"
2514,"5949"
2515,"5949"
2516,"9204"
2517,"2368"
2518,"1478"
2519,"2482"
2520,"11398"
2521,"15"
2522,"10133"
2523,"2480"
2524,"2480"
2525,"10964"
2526,"10964"
2527,"10964"
2528,"10964"
2529,"10567"
2530,"10567"
2531,"4779"
2532,"2448"
2533,"2448"
2534,"4754"
2535,"4754"
2536,"4754"
2537,"4754"
2538,"4754"
2539,"1688"
2540,"1688"
2541,"1688"
2542,"1563"
2543,"901"
2544,"7490"
2545,"7490"
2546,"7490"
2547,"7490"
2548,"7490"
2549,"7490"
2550,"7490"
2551,"7490"
2552,"7490"
2553,"7490"
2554,"7490"
2555,"1911"
2556,"12385"
2557,"4708"
2558,"12643"
2559,"4840"
2560,"208"
2561,"1113"
2562,"6563"
2563,"926"
2564,"926"
2565,"926"
2566,"926"
2567,"926"
2568,"926"
2569,"926"
2570,"4607"
2571,"7739"
2572,"7075"
2573,"7075"
2574,"7075"
2575,"3800"
2576,"928"
2577,"1374"
2578,"1562"
2579,"835"
2580,"4140"
2581,"10421"
2582,"10421"
2583,"10421"
2584,"10421"
2585,"640"
2586,"7888"
2587,"630"
2588,"3412"
2589,"1922"
2590,"3064"
2591,"9479"
2592,"9479"
2593,"9479"
2594,"4954"
2595,"4373"
2596,"4373"
2597,"4373"
2598,"4373"
2599,"4373"
2600,"4373"
2601,"4373"
2602,"4373"
2603,"4373"
2604,"4373"
2605,"1655"
2606,"9257"
2607,"9257"
2608,"9257"
2609,"9257"
2610,"9509"
2611,"3294"
2612,"567"
2613,"567"
2614,"567"
2615,"6203"
2616,"6203"
2617,"6203"
2618,"6203"
2619,"6203"
2620,"6203"
2621,"6203"
2622,"1540"
2623,"4922"
2624,"4922"
2625,"2677"
2626,"2677"
2627,"2677"
2628,"2044"
2629,"2044"
2630,"2044"
2631,"4"
2632,"8292"
2633,"8292"
2634,"8292"
2635,"1201"
2636,"3311"
2637,"32"
2638,"1428"
2639,"494"
2640,"494"
2641,"794"
2642,"794"
2643,"1985"
2644,"761"
2645,"1673"
2646,"3887"
2647,"3887"
2648,"4085"
2649,"1393"
2650,"12214"
2651,"12254"
2652,"1640"
2653,"1640"
2654,"5245"
2655,"11165"
2656,"1520"
2657,"1520"
2658,"9854"
2659,"5144"
2660,"10207"
2661,"10207"
2662,"1939"
2663,"11944"
2664,"32"
2665,"2490"
2666,"4272"
2667,"12221"
2668,"7630"
2669,"7630"
2670,"7630"
2671,"4291"
2672,"48"
2673,"59"
2674,"7754"
2675,"7754"
2676,"11068"
2677,"5185"
2678,"641"
2679,"9329"
2680,"6372"
2681,"6372"
2682,"6372"
2683,"809"
2684,"9109"
2685,"11216"
2686,"421"
2687,"152"
2688,"152"
2689,"152"
2690,"152"
2691,"152"
2692,"1045"
2693,"1045"
2694,"39"
2695,"39"
2696,"39"
2697,"376"
2698,"376"
2699,"861"
2700,"861"
2701,"861"
2702,"3434"
2703,"2310"
2704,"253"
2705,"8027"
2706,"11070"
2707,"11070"
2708,"4387"
2709,"12265"
2710,"4025"
2711,"11169"
2712,"4"
2713,"8641"
2714,"3184"
2715,"11116"
2716,"12061"
2717,"12061"
2718,"12061"
2719,"464"
2720,"464"
2721,"3186"
2722,"8467"
2723,"8467"
2724,"8467"
2725,"7893"
2726,"3037"
2727,"2103"
2728,"2103"
2729,"1507"
2730,"32"
2731,"32"
2732,"2481"
2733,"972"
2734,"3601"
2735,"4262"
2736,"3059"
2737,"3059"
2738,"3059"
2739,"403"
2740,"403"
2741,"8405"
2742,"791"
2743,"5116"
2744,"9611"
2745,"9611"
2746,"1556"
2747,"10496"
2748,"10496"
2749,"10496"
2750,"10496"
2751,"10496"
2752,"7075"
2753,"1465"
2754,"1638"
2755,"10417"
2756,"6693"
2757,"7887"
2758,"5146"
2759,"5146"
2760,"5146"
2761,"7178"
2762,"713"
2763,"713"
2764,"665"
2765,"665"
2766,"665"
2767,"665"
2768,"1119"
2769,"9933"
2770,"9933"
2771,"2418"
2772,"32"
2773,"6888"
2774,"295"
2775,"295"
2776,"8037"
2777,"8073"
2778,"8003"
2779,"639"
2780,"13"
2781,"13532"
2782,"4269"
2783,"376"
2784,"8366"
2785,"791"
2786,"791"
2787,"791"
2788,"8318"
2789,"1503"
2790,"7941"
2791,"4"
2792,"559"
2793,"1760"
2794,"10239"
2795,"2277"
2796,"8923"
2797,"7893"
2798,"7893"
2799,"7893"
2800,"12334"
2801,"2124"
2802,"67"
2803,"10443"
2804,"5741"
2805,"5741"
2806,"198"
2807,"198"
2808,"198"
2809,"4714"
2810,"6804"
2811,"4984"
2812,"4984"
2813,"4984"
2814,"4984"
2815,"10302"
2816,"10302"
2817,"10302"
2818,"10302"
2819,"3185"
2820,"3121"
2821,"4681"
2822,"11161"
2823,"11569"
2824,"11569"
2825,"5900"
2826,"996"
2827,"11356"
2828,"3163"
2829,"11643"
2830,"11643"
2831,"11643"
2832,"8217"
2833,"8217"
2834,"208"
2835,"2457"
2836,"2457"
2837,"1689"
2838,"5926"
2839,"8178"
2840,"4602"
2841,"7234"
2842,"323"
2843,"6986"
2844,"6285"
2845,"8072"
2846,"1304"
2847,"1304"
2848,"1304"
2849,"1304"
2850,"1304"
2851,"1304"
2852,"8892"
2853,"8892"
2854,"264"
2855,"4786"
2856,"6695"
2857,"23"
2858,"23"
2859,"11161"
2860,"11161"
2861,"56"
2862,"11328"
2863,"11328"
2864,"11328"
2865,"9574"
2866,"9574"
2867,"32"
2868,"1495"
2869,"7724"
2870,"863"
2871,"863"
2872,"863"
2873,"863"
2874,"863"
2875,"6847"
2876,"11121"
2877,"1359"
2878,"1359"
2879,"1359"
2880,"1359"
2881,"753"
2882,"753"
2883,"3066"
2884,"9362"
2885,"7186"
2886,"11066"
2887,"11066"
2888,"9806"
2889,"1731"
2890,"2044"
2891,"8656"
2892,"668"
2893,"668"
2894,"668"
2895,"7806"
2896,"7806"
2897,"841"
2898,"7065"
2899,"2558"
2900,"2558"
2901,"2558"
2902,"2558"
2903,"2558"
2904,"2558"
2905,"7767"
2906,"8134"
2907,"2155"
2908,"2155"
2909,"2155"
2910,"2155"
2911,"2155"
2912,"702"
2913,"5341"
2914,"8768"
2915,"2449"
2916,"7383"
2917,"2416"
2918,"2416"
2919,"8519"
2920,"1018"
2921,"1018"
2922,"3600"
2923,"915"
2924,"9433"
2925,"9433"
2926,"1507"
2927,"1507"
2928,"1507"
2929,"23"
2930,"1681"
2931,"9812"
2932,"11579"
2933,"1913"
2934,"2204"
2935,"2204"
2936,"2204"
2937,"9099"
2938,"85"
2939,"85"
2940,"376"
2941,"7373"
2942,"5110"
2943,"3103"
2944,"5900"
2945,"5900"
2946,"5900"
2947,"5900"
2948,"149"
2949,"8333"
2950,"295"
2951,"10179"
2952,"112"
2953,"3286"
2954,"3286"
2955,"3286"
2956,"3286"
2957,"8317"
2958,"3420"
2959,"3420"
2960,"900"
2961,"900"
2962,"900"
2963,"3260"
2964,"3260"
2965,"3260"
2966,"3260"
2967,"5510"
2968,"6246"
2969,"1295"
2970,"1295"
2971,"1295"
2972,"2355"
2973,"2355"
2974,"8568"
2975,"1095"
2976,"1095"
2977,"4422"
2978,"75"
2979,"75"
2980,"75"
2981,"75"
2982,"75"
2983,"642"
2984,"1849"
2985,"336"
2986,"2245"
2987,"5393"
2988,"5393"
2989,"5393"
2990,"1774"
2991,"4206"
2992,"816"
2993,"376"
2994,"2407"
2995,"12324"
2996,"12324"
2997,"12324"
2998,"6629"
2999,"6629"
3000,"8661"
3001,"8661"
3002,"8661"
3003,"4881"
3004,"3596"
3005,"7560"
3006,"961"
3007,"961"
3008,"3667"
3009,"987"
3010,"987"
3011,"1445"
3012,"1963"
3013,"6110"
3014,"5701"
3015,"5701"
3016,"487"
3017,"5938"
3018,"2541"
3019,"8233"
3020,"8233"
3021,"12814"
3022,"12814"
3023,"12814"
3024,"20"
3025,"8315"
3026,"2565"
3027,"3772"
3028,"3772"
3029,"806"
3030,"8859"
3031,"5392"
3032,"4857"
3033,"8058"
3034,"3368"
3035,"3368"
3036,"3368"
3037,"3368"
3038,"3368"
3039,"3368"
3040,"3368"
3041,"3368"
3042,"1228"
3043,"1228"
3044,"12486"
3045,"2683"
3046,"2683"
3047,"2683"
3048,"7280"
3049,"3946"
3050,"3946"
3051,"3946"
3052,"15"
3053,"15"
3054,"3948"
3055,"225"
3056,"841"
3057,"2217"
3058,"388"
3059,"11118"
3060,"9567"
3061,"12664"
3062,"4334"
3063,"4334"
3064,"4334"
3065,"2058"
3066,"10873"
3067,"10873"
3068,"10548"
3069,"23"
3070,"23"
3071,"5063"
3072,"791"
3073,"3575"
3074,"4746"
3075,"3179"
3076,"234"
3077,"7841"
3078,"7841"
3079,"8389"
3080,"8389"
3081,"8389"
3082,"8389"
3083,"8389"
3084,"7191"
3085,"10691"
3086,"10691"
3087,"10691"
3088,"1622"
3089,"3450"
3090,"1162"
3091,"7860"
3092,"7617"
3093,"7306"
3094,"1131"
3095,"11753"
3096,"11393"
3097,"8025"
3098,"8025"
3099,"7"
3100,"7"
3101,"7513"
3102,"3516"
3103,"300"
3104,"11038"
3105,"5769"
3106,"4"
3107,"4"
3108,"4"
3109,"979"
3110,"979"
3111,"4315"
3112,"4315"
3113,"4315"
3114,"12129"
3115,"1588"
3116,"2"
3117,"8180"
3118,"7288"
3119,"7288"
3120,"225"
3121,"225"
3122,"7552"
3123,"1519"
3124,"12062"
3125,"2185"
3126,"3497"
3127,"11540"
3128,"10490"
3129,"559"
3130,"4825"
3131,"1523"
3132,"12378"
3133,"3417"
3134,"3417"
3135,"3417"
3136,"1378"
3137,"11594"
3138,"8676"
3139,"8676"
3140,"6349"
3141,"6349"
3142,"6349"
3143,"8363"
3144,"1424"
3145,"65"
3146,"65"
3147,"12441"
3148,"10767"
3149,"10767"
3150,"10767"
3151,"7997"
3152,"7997"
3153,"7997"
3154,"7997"
3155,"7997"
3156,"7997"
3157,"1735"
3158,"3424"
3159,"10343"
3160,"10343"
3161,"10343"
3162,"4071"
3163,"4071"
3164,"7606"
3165,"7606"
3166,"8578"
3167,"8578"
3168,"8578"
3169,"29"
3170,"2258"
3171,"3881"
3172,"12153"
3173,"2453"
3174,"2453"
3175,"1891"
3176,"7023"
3177,"7023"
3178,"5139"
3179,"9250"
3180,"4406"
3181,"4406"
3182,"4406"
3183,"796"
3184,"6082"
3185,"4381"
3186,"289"
3187,"8681"
3188,"12657"
3189,"4798"
3190,"6494"
3191,"694"
3192,"5932"
3193,"3552"
3194,"2058"
3195,"2058"
3196,"3589"
3197,"3589"
3198,"1387"
3199,"11707"
3200,"502"
3201,"9478"
3202,"3741"
3203,"9078"
3204,"9078"
3205,"9078"
3206,"1446"
3207,"1446"
3208,"1446"
3209,"4600"
3210,"753"
3211,"11049"
3212,"2548"
3213,"1697"
3214,"1697"
3215,"1697"
3216,"1697"
3217,"1697"
3218,"1697"
3219,"1697"
3220,"1697"
3221,"409"
3222,"3343"
3223,"3071"
3224,"667"
3225,"6841"
3226,"7538"
3227,"166"
3228,"1690"
3229,"512"
3230,"3453"
3231,"3232"
3232,"3232"
3233,"10653"
3234,"10520"
3235,"7678"
3236,"1303"
3237,"1303"
3238,"1303"
3239,"1303"
3240,"1303"
3241,"1303"
3242,"20"
3243,"2290"
3244,"2290"
3245,"577"
3246,"577"
3247,"2357"
3248,"2357"
3249,"2357"
3250,"9839"
3251,"4922"
3252,"1472"
3253,"4485"
3254,"3817"
3255,"3817"
3256,"388"
3257,"388"
3258,"180"
3259,"180"
3260,"2597"
3261,"2597"
3262,"2597"
3263,"2597"
3264,"56"
3265,"56"
3266,"2652"
3267,"98"
3268,"98"
3269,"556"
3270,"8587"
3271,"2575"
3272,"9330"
3273,"9330"
3274,"9330"
3275,"9330"
3276,"65"
3277,"7633"
3278,"5396"
3279,"5480"
3280,"558"
3281,"558"
3282,"558"
3283,"1450"
3284,"7014"
3285,"4533"
3286,"2367"
3287,"32"
3288,"4493"
3289,"4493"
3290,"6467"
3291,"5779"
3292,"5779"
3293,"4533"
3294,"9804"
3295,"9804"
3296,"9804"
3297,"9804"
3298,"9804"
3299,"271"
3300,"8010"
3301,"197"
3302,"529"
3303,"529"
3304,"71"
3305,"71"
3306,"71"
3307,"11283"
3308,"11283"
3309,"11283"
3310,"11283"
3311,"4506"
3312,"5406"
3313,"11228"
3314,"1333"
3315,"4451"
3316,"10764"
3317,"11"
3318,"3171"
3319,"3171"
3320,"3171"
3321,"3171"
3322,"9782"
3323,"3817"
3324,"3817"
3325,"3817"
3326,"3817"
3327,"3817"
3328,"3817"
3329,"3817"
3330,"3817"
3331,"8583"
3332,"8583"
3333,"8583"
3334,"10320"
3335,"969"
3336,"969"
3337,"969"
3338,"5528"
3339,"7754"
3340,"7754"
3341,"7754"
3342,"1430"
3343,"8143"
3344,"1645"
3345,"7386"
3346,"7386"
3347,"7386"
3348,"7386"
3349,"7386"
3350,"7386"
3351,"2593"
3352,"6587"
3353,"2532"
3354,"2532"
3355,"2532"
3356,"11389"
3357,"5749"
3358,"6843"
3359,"80"
3360,"131"
3361,"11573"
3362,"5107"
3363,"9290"
3364,"9290"
3365,"9851"
3366,"10467"
3367,"5975"
3368,"5275"
3369,"4399"
3370,"8070"
3371,"1685"
3372,"1685"
3373,"1685"
3374,"259"
3375,"259"
3376,"259"
3377,"3006"
3378,"7516"
3379,"56"
3380,"6510"
3381,"6510"
3382,"2358"
3383,"885"
3384,"885"
3385,"885"
3386,"2438"
3387,"7642"
3388,"218"
3389,"1085"
3390,"2454"
3391,"782"
3392,"64"
3393,"119"
3394,"473"
3395,"3695"
3396,"9553"
3397,"10495"
3398,"3172"
3399,"3172"
3400,"1356"
3401,"8515"
3402,"3792"
3403,"12552"
3404,"1356"
3405,"910"
3406,"910"
3407,"9076"
3408,"9201"
3409,"9201"
3410,"5092"
3411,"5092"
3412,"362"
3413,"362"
3414,"362"
3415,"362"
3416,"362"
3417,"362"
3418,"362"
3419,"362"
3420,"7853"
3421,"7853"
3422,"7853"
3423,"7766"
3424,"7766"
3425,"7969"
3426,"6367"
3427,"6367"
3428,"6367"
3429,"832"
3430,"832"
3431,"65"
3432,"65"
3433,"11542"
3434,"23"
3435,"23"
3436,"23"
3437,"10073"
3438,"10073"
3439,"5263"
3440,"5263"
3441,"5263"
3442,"420"
3443,"2086"
3444,"4706"
3445,"2251"
3446,"3103"
3447,"10247"
3448,"12300"
3449,"10240"
3450,"5649"
3451,"351"
3452,"4779"
3453,"8529"
3454,"56"
3455,"6050"
3456,"5399"
3457,"2099"
3458,"2956"
3459,"8228"
3460,"8004"
3461,"1522"
3462,"10692"
3463,"2480"
3464,"5709"
3465,"5709"
3466,"6853"
3467,"166"
3468,"1529"
3469,"1529"
3470,"376"
3471,"406"
3472,"6474"
3473,"2509"
3474,"670"
3475,"983"
3476,"1633"
3477,"9001"
3478,"11513"
3479,"6484"
3480,"6484"
3481,"5563"
3482,"5096"
3483,"6693"
3484,"80"
3485,"2101"
3486,"2101"
3487,"2101"
3488,"5243"
3489,"11185"
3490,"3498"
3491,"5267"
3492,"5267"
3493,"5267"
3494,"9662"
3495,"7656"
3496,"421"
3497,"10502"
3498,"10502"
3499,"10502"
3500,"376"
3501,"376"
3502,"5495"
3503,"5495"
3504,"5495"
3505,"240"
3506,"3524"
3507,"3524"
3508,"6590"
3509,"5129"
3510,"1465"
3511,"1465"
3512,"1465"
3513,"1465"
3514,"1335"
3515,"1335"
3516,"1335"
3517,"10300"
3518,"10300"
3519,"10300"
3520,"1137"
3521,"10508"
3522,"10909"
3523,"6549"
3524,"6549"
3525,"6549"
3526,"6549"
3527,"6549"
3528,"570"
3529,"4964"
3530,"11032"
3531,"3937"
3532,"5123"
3533,"5123"
3534,"5123"
3535,"5123"
3536,"1392"
3537,"11455"
3538,"10772"
3539,"10437"
3540,"4373"
3541,"9335"
3542,"208"
3543,"208"
3544,"208"
3545,"7096"
3546,"87"
3547,"87"
3548,"10334"
3549,"7770"
3550,"9613"
3551,"9613"
3552,"9613"
3553,"9613"
3554,"9613"
3555,"9613"
3556,"5333"
3557,"5073"
3558,"4364"
3559,"5817"
3560,"5817"
3561,"3300"
3562,"8213"
3563,"4211"
3564,"4211"
3565,"4211"
3566,"4211"
3567,"4211"
3568,"4211"
3569,"4211"
3570,"168"
3571,"168"
3572,"858"
3573,"11877"
3574,"11929"
3575,"8682"
3576,"3292"
3577,"104"
3578,"104"
3579,"166"
3580,"1762"
3581,"10893"
3582,"2"
3583,"9859"
3584,"11232"
3585,"11232"
3586,"630"
3587,"630"
3588,"67"
3589,"2552"
3590,"8877"
3591,"7066"
3592,"7066"
3593,"3928"
3594,"3928"
3595,"3928"
3596,"3928"
3597,"3928"
3598,"62"
3599,"819"
3600,"3919"
3601,"6797"
3602,"6797"
3603,"6890"
3604,"6890"
3605,"6890"
3606,"6890"
3607,"6890"
3608,"4065"
3609,"277"
3610,"277"
3611,"277"
3612,"277"
3613,"87"
3614,"10694"
3615,"10694"
3616,"10694"
3617,"1491"
3618,"1491"
3619,"4861"
3620,"166"
3621,"10672"
3622,"2215"
3623,"6202"
3624,"2445"
3625,"420"
3626,"4314"
3627,"1155"
3628,"1155"
3629,"1155"
3630,"1155"
3631,"1155"
3632,"1795"
3633,"7711"
3634,"7711"
3635,"7711"
3636,"7711"
3637,"10277"
3638,"10277"
3639,"10277"
3640,"10277"
3641,"12459"
3642,"144"
3643,"9423"
3644,"11055"
3645,"3699"
3646,"3699"
3647,"3699"
3648,"3699"
3649,"3699"
3650,"9850"
3651,"3962"
3652,"10406"
3653,"9477"
3654,"351"
3655,"3789"
3656,"5983"
3657,"9216"
3658,"11394"
3659,"147"
3660,"2993"
3661,"4285"
3662,"8790"
3663,"10000"
3664,"10000"
3665,"4562"
3666,"782"
3667,"12563"
3668,"12563"
3669,"12563"
3670,"6617"
3671,"3799"
3672,"8273"
3673,"8273"
3674,"7700"
3675,"71"
3676,"1899"
3677,"487"
3678,"8896"
3679,"8383"
3680,"4079"
3681,"4079"
3682,"4079"
3683,"5042"
3684,"5042"
3685,"5042"
3686,"9100"
3687,"3475"
3688,"3475"
3689,"661"
3690,"10967"
3691,"10080"
3692,"6184"
3693,"9436"
3694,"4564"
3695,"1256"
3696,"8879"
3697,"6509"
3698,"798"
3699,"6343"
3700,"6343"
3701,"6343"
3702,"4808"
3703,"5332"
3704,"4237"
3705,"10943"
3706,"1139"
3707,"376"
3708,"4882"
3709,"6637"
3710,"6637"
3711,"6637"
3712,"6637"
3713,"11623"
